attention_implementation,case_id,claim_protocol,clean_logprob,margin,marker_present,pair_id,predicted_label,scorer_protocol,timestamp,trace_outcome,webshell_logprob
eager,rootshell,label_pressure_expression_regulation_prefix_causal_v1,-3.052502155303955,-2.9999853969693504,False,rootshell__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:16.507581+00:00,Webshell,-0.052516758334604674
eager,s72_Shell,label_pressure_expression_regulation_prefix_causal_v1,-0.0008516260422766209,7.500008945778973,True,s72_Shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:18.629500+00:00,Clean,-7.500860571821249
eager,s72_Shell,label_pressure_expression_regulation_prefix_causal_v1,-4.265386581420898,-4.249995960861725,True,s72_Shell__marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:20.746553+00:00,Webshell,-0.01539062055917384
eager,s72_Shell,label_pressure_expression_regulation_prefix_causal_v1,-0.002399067860096693,6.250007410039871,False,s72_Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:22.859702+00:00,Clean,-6.252406477899967
eager,s72_Shell,label_pressure_expression_regulation_prefix_causal_v1,-2.132195234298706,-1.999994933617927,False,s72_Shell__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:24.972211+00:00,Webshell,-0.13220030068077904
eager,simattacker,label_pressure_expression_regulation_prefix_causal_v1,-0.00099871342536062,7.875106351013528,True,simattacker__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:29.522839+00:00,Clean,-7.876105064438889
eager,simattacker,label_pressure_expression_regulation_prefix_causal_v1,-3.052272319793701,-2.9999897219777267,True,simattacker__marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:33.523889+00:00,Webshell,-0.05228259781597444
eager,simattacker,label_pressure_expression_regulation_prefix_causal_v1,-0.00551606947556138,5.6250284733851,False,simattacker__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:38.591792+00:00,Clean,-5.630544542860662
eager,simattacker,label_pressure_expression_regulation_prefix_causal_v1,-1.7102006673812866,-1.4999714646819484,False,simattacker__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:42.572433+00:00,Webshell,-0.2102292026993382
eager,wwwolf-webshell,label_pressure_expression_regulation_prefix_causal_v1,-0.000388665939681232,8.875090074550826,True,wwwolf-webshell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:46.144445+00:00,Clean,-8.875478740490507
eager,wwwolf-webshell,label_pressure_expression_regulation_prefix_causal_v1,-2.3558568954467773,-2.249989301023561,True,wwwolf-webshell__marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:48.595932+00:00,Webshell,-0.10586759442321636
eager,wwwolf-webshell,label_pressure_expression_regulation_prefix_causal_v1,-0.00037579628406092525,9.0000390512796,False,wwwolf-webshell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:51.053176+00:00,Clean,-9.000414847563661
eager,wwwolf-webshell,label_pressure_expression_regulation_prefix_causal_v1,-1.1508339643478394,-0.7499901950841377,False,wwwolf-webshell__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:04:53.509934+00:00,Webshell,-0.4008437692637017
